genes,count,samples,KEGG_entry_ID,name
CEP290,3,"{'19CT028732': 1, '19PA009669': 1, '19CT014597': 1}",hsa:80184,centrosomal protein 290
CACNA1E,3,"{'19CT046369': 1, '19CT030002': 1, '20A0002445': 1}",hsa:777,calcium voltage-gated channel subunit alpha1 E
SLC12A2,3,"{'19CT040719': 1, '19CT036423': 1, '20A0000618': 1}",hsa:6558,solute carrier family 12 member 2
MMP14,3,"{'19CT024854': 1, '19CT028732': 1, '20A0002063': 1}",hsa:4323,matrix metallopeptidase 14
KCNJ12,3,"{'19CT028732': 1, '19CT014597': 2}",hsa:3768,potassium inwardly rectifying channel subfamily J member 12
NRG2,3,"{'19CT040732': 1, '18PA006387': 1, '19CT039890': 1}",hsa:9542,neuregulin 2
ZMYM2,3,"{'19CT044566': 1, '18PA008847': 1, '20A0002445': 1}",hsa:7750,zinc finger MYM-type containing 2
DSCAM,3,"{'19CT028732': 1, '20A0000412': 2}",hsa:1826,DS cell adhesion molecule
ESRRB,3,"{'19CT048087': 1, '19CT031559': 1, '18PA004940': 1}",hsa:2103,estrogen related receptor beta
MGP,3,"{'19CT024854': 1, '20A0004327': 1, '19CT039201': 1}",,
COL11A1,3,"{'19CT024233': 1, '18PA004715': 1, '19CT021756': 1}",hsa:1301,collagen type XI alpha 1 chain
POLA2,3,"{'19CT024854': 1, '20A0007427': 1, '19CT031909': 1}",hsa:23649,"DNA polymerase alpha 2, accessory subunit"
COLEC11,3,"{'19CT028732': 1, '19CT052347': 1, '19CT016403': 1}",hsa:78989,collectin subfamily member 11
GFM2,3,"{'19CT040732': 1, 'DS187051': 1, '19CT044501': 1}",hsa:84340,GTP dependent ribosome recycling factor mitochondrial 2
FOXP4,3,"{'20A0004217': 1, '20A0004327': 1, '20A0004025': 1}",hsa:116113,forkhead box P4
ZNF626,3,"{'19CT051360': 1, '20A0004392': 1, '19CT039196': 1}",,KRAB domain-containing zinc finger protein
CRPPA,3,"{'19CT039196': 1, '19PA009444': 1, '20A0007427': 1}",hsa:729920,CDP-L-ribitol pyrophosphorylase A
DHX30,3,"{'19CT039196': 1, '19CT044338': 1, '19PA009669': 1}",hsa:22907,DExH-box helicase 30
DIS3L2,3,"{'19CT039196': 2, '19CT041295': 1}",hsa:129563,DIS3 like 3'-5' exoribonuclease 2
CTNND2,3,"{'19CT013554': 1, '19CT039196': 1, '20A0001282': 1}",hsa:1501,catenin delta 2
SLC40A1,3,"{'19CT013554': 1, '19CT031909': 1, '19CT041822': 1}",hsa:30061,solute carrier family 40 member 1
PON1,3,"{'19CT051360': 1, '20A0002478': 1, '19CT024299': 1}",hsa:5444,paraoxonase 1
AP4S1,3,"{'19CT051360': 1, '19CT044751': 1, '19CT046641': 1}",hsa:11154,adaptor related protein complex 4 subunit sigma 1
PLXNA3,3,"{'19CT039895': 1, '19PA009444': 1, '20A0000412': 1}",hsa:55558,plexin A3
CSF1R,3,"{'19CT039895': 1, '19CT039196': 1, '19CT030925': 1}",hsa:1436,colony stimulating factor 1 receptor
SYNJ1,3,"{'19CT039196': 1, '19CT041295': 1, '19CT031559': 1}",hsa:8867,synaptojanin 1
GAD1,3,"{'19CT039895': 1, '20A0007427': 1, '19CT014597': 1}",hsa:2571,glutamate decarboxylase 1
MAP3K10,3,"{'19CT051360': 1, '19CT034845': 1, '20A0007427': 1}",hsa:4294,mitogen-activated protein kinase kinase kinase 10
SCAF1,3,"{'19CT051360': 1, '19CT035369': 1, '20A0007427': 1}",hsa:9167,cytochrome c oxidase subunit 7A2 like
TSHZ3,3,"{'19CT034845': 1, '19CT024296': 1, '19CT031559': 1}",hsa:57616,teashirt zinc finger homeobox 3
SETDB1,3,"{'19CT044120': 1, '20A0002478': 1, '19CT034845': 1}",hsa:9869,SET domain bifurcated histone lysine methyltransferase 1
CEP104,3,"{'19CT034845': 1, '20A0001282': 1, '20A0000618': 1}",hsa:9731,centrosomal protein 104
MYO1E,3,"{'18PA004934': 1, '19CT034845': 2}",hsa:4643,myosin IE
EIF4G1,3,"{'18PA004934': 1, '20A0002445': 1, '20A0000412': 1}",hsa:1981,eukaryotic translation initiation factor 4 gamma 1
DIP2C,3,"{'19CT039196': 1, '19CT024296': 1, '19CT024299': 1}",,
CYLC2,3,"{'19CT041295': 1, '20A0008697': 1, '20A0004030': 1}",,
AHI1,3,"{'20A0004217': 1, '18PA008847': 1, '20A0004327': 1}",hsa:54806,Abelson helper integration site 1
KIF21B,3,"{'19CT051360': 1, '19CT014597': 1, '19CT039201': 1}",hsa:23046,kinesin family member 21B
LZTS2,3,"{'19CT046414': 1, '20A0002063': 1, '20A0000618': 1}",,
RUSC2,3,"{'20A0007427': 1, '20A0002063': 1, '19CT016403': 1}",hsa:9853,RUN and SH3 domain containing 2
ACADS,3,"{'20A0004327': 2, '20A0004025': 1}",hsa:35,acyl-CoA dehydrogenase short chain
PDE1C,3,"{'19CT024299': 1, '19PA009214': 1, '19CT041822': 1}",hsa:5137,phosphodiesterase 1C
BTD,3,"{'19CT024296': 1, '20A0004327': 1, '20A0004025': 1}",hsa:686,biotinidase
BRPF1,3,"{'19CT024296': 1, '20A0001282': 2}",hsa:7862,bromodomain and PHD finger containing 1
SUCLG1,3,"{'19CT024296': 1, '19CT024299': 1, '19CT030925': 1}",hsa:8802,succinate-CoA ligase GDP/ADP-forming subunit alpha
ARSL,3,"{'19CT044338': 1, '20A0004327': 1, '19CT014597': 1}",hsa:415,arylsulfatase L
KCNH1,3,"{'20A0002445': 1, '19CT039201': 1, '20A0004030': 1}",hsa:3756,potassium voltage-gated channel subfamily H member 1
TERT,3,"{'19CT051360': 1, '19CT039895': 1, '20A0007427': 1}",hsa:7015,telomerase reverse transcriptase
FBRSL1,3,"{'18PA004715': 1, '20A0004401': 1, '19CT031909': 1}",,
DPP10,3,"{'19CT051360': 1, '19PA009444': 1, '19CT034643': 1}",K23014,inactive dipeptidyl peptidase 10
RNF25,3,"{'19CT051360': 1, '19CT016837': 1, '19CT040892': 1}",hsa:64320,ring finger protein 25
GJC2,3,"{'19CT024234': 1, '19CT044338': 1, '19CT021756': 1}",hsa:57165,gap junction protein gamma 2
CAPN10,3,"{'19CT051360': 1, 'DS184317': 1, '19CT030925': 1}",hsa:11132,calpain 10
PLAA,3,"{'19PA009444': 1, '18PA004715': 1, '19CT014597': 1}",hsa:9373,phospholipase A2 activating protein
CNTN3,3,"{'19PA009444': 1, '19CT044338': 1, '19CT031909': 1}",hsa:5067,contactin 3
RBL2,3,"{'19CT041295': 1, '19PA009669': 1, '19CT024296': 1}",hsa:5934,RB transcriptional corepressor like 2
TBX1,3,"{'19CT036523': 1, '19PA009444': 1, '19CT031909': 1}",hsa:6899,T-box transcription factor 1
HLCS,3,"{'19CT036523': 1, '18PA004934': 1, '19PA009214': 1}",hsa:3141,holocarboxylase synthetase
KCNQ3,3,"{'19CT036523': 1, '19CT045844': 1, '19CT031909': 1}",hsa:3786,potassium voltage-gated channel subfamily Q member 3
CD276,3,"{'19CT036423': 1, '18PA004934': 1, '19CT041822': 1}",hsa:80381,CD276 molecule
GFAP,3,"{'18PA008847': 1, '19PA009444': 1, '19CT045844': 1}",hsa:2670,glial fibrillary acidic protein
MLC1,3,"{'19CT044120': 1, '19CT039895': 1, '19CT041747': 1}",hsa:23209,modulator of VRAC current 1
GLIS1,3,"{'19CT034631': 1, '19CT035369': 1, '19PA009444': 1}",hsa:148979,GLIS family zinc finger 1
PIBF1,3,"{'19CT034641': 1, '19CT044501': 1, '20A0004401': 1}",hsa:10464,progesterone immunomodulatory binding factor 1
SMARCAD1,3,"{'19CT034631': 1, '19CT024854': 1, '19CT034845': 1}",hsa:56916,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"
GCH1,3,"{'20A0000620': 1, '18PA004616': 2}",hsa:2643,GTP cyclohydrolase 1
NTRK1,3,"{'20A0000620': 1, '20A0007427': 1, '19CT041822': 1}",hsa:4914,neurotrophic receptor tyrosine kinase 1
CHRNA4,3,"{'DS184317': 1, '19CT024296': 1, '19CT024299': 1}",hsa:1137,cholinergic receptor nicotinic alpha 4 subunit
TRPC6,3,"{'DS184317': 2, '18PA008847': 1}",hsa:7225,transient receptor potential cation channel subfamily C member 6
SCN9A,3,"{'19CT044120': 1, '20A0008882': 1, '20A0000412': 1}",hsa:6335,sodium voltage-gated channel alpha subunit 9
FAR1,3,"{'DS184317': 1, '19CT030925': 1, '19CT014597': 1}",hsa:84188,fatty acyl-CoA reductase 1
ERCC8,3,"{'DS184317': 1, '19PA009444': 1, '20A0004030': 1}",hsa:1161,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit"
SAMD9,3,"{'19CT034631': 1, '20A0008698': 1, '20A0008696': 1}",hsa:54809,sterile alpha motif domain containing 9
STIM1,3,"{'19CT034631': 1, '20A0002478': 1, '19CT030702': 1}",hsa:6786,stromal interaction molecule 1
RRP8,3,"{'19CT034631': 1, '20A0007427': 1, '18PA004940': 1}",hsa:23378,ribosomal RNA processing 8
NBN,3,"{'20A0004217': 1, '20A0004327': 1, '18PA004940': 1}",hsa:4683,nibrin
ALKBH8,3,"{'19CT034631': 1, '19CT036523': 1, '19CT024234': 1}",hsa:91801,"alkB homolog 8, tRNA methyltransferase"
PUS1,3,"{'19CT034631': 1, '20A0002478': 1, '19CT044751': 1}",hsa:80324,pseudouridine synthase 1
TNR,3,"{'19CT040892': 1, '19CT031909': 1, '19CT014597': 1}",hsa:7143,tenascin R
PNPT1,3,"{'19CT040892': 1, '19CT044501': 1, '19CT041747': 1}",hsa:87178,polyribonucleotide nucleotidyltransferase 1
KDM4B,3,"{'19CT044120': 1, '19PA009444': 1, '19CT039890': 1}",hsa:23030,lysine demethylase 4B
CDH13,3,"{'19CT040892': 1, '19CT041295': 1, '19CT016404': 1}",hsa:1012,cadherin 13
LAMP2,3,"{'19CT035369': 1, '20A0000412': 1, '19CT031559': 1}",hsa:3920,lysosomal associated membrane protein 2
GFM1,3,"{'19CT044120': 1, '20A0002063': 2}",hsa:85476,G elongation factor mitochondrial 1
ELAC2,3,"{'18PA004616': 1, '20A0004030': 2}",hsa:60528,elaC ribonuclease Z 2
SLC29A4,3,"{'18PA004616': 1, '19CT041295': 1, '19CT030925': 1}",hsa:222962,solute carrier family 29 member 4
CYB5R3,3,"{'19PA009666': 1, '19CT024296': 1, '19CT024299': 1}",hsa:1727,cytochrome b5 reductase 3
UBE3C,3,"{'19CT044120': 1, '19CT020478': 1, '19CT034643': 1}",hsa:9690,ubiquitin protein ligase E3C
DENND5A,3,"{'19CT044120': 1, '19CT013554': 1, '20A0002445': 1}",hsa:23258,DENN domain containing 5A
PAX6,3,"{'19PA009666': 1, '19CT039196': 1, '19PA009669': 1}",hsa:5080,paired box 6
INTS10,3,"{'19PA009666': 1, '18PA004616': 1, '19PA009669': 1}",hsa:55174,integrator complex subunit 10
ADCY3,3,"{'19PA009666': 1, '19CT013554': 1, '19CT046414': 1}",hsa:109,adenylate cyclase 3
ESR2,3,"{'19CT044120': 1, '19CT030702': 1, '19CT034845': 1}",hsa:2100,estrogen receptor 2
NRXN3,3,"{'20A0004392': 1, '18PA006387': 1, '20A0004025': 1}",hsa:9369,neurexin 3
SEZ6L2,3,"{'19CT044120': 1, '19PA009666': 1, '19CT046414': 1}",hsa:26470,seizure related 6 homolog like 2
JMJD1C,3,"{'20A0004392': 1, '19CT039196': 1, '19CT039201': 1}",hsa:221037,jumonji domain containing 1C
SDHA,3,"{'20A0004392': 1, '19CT036523': 1, '19PA009444': 1}",hsa:6389,succinate dehydrogenase complex flavoprotein subunit A
TUBA8,3,"{'19CT040892': 1, '19CT034643': 1, '19CT041822': 1}",hsa:51807,tubulin alpha 8
GRIN2D,3,"{'19CT040892': 1, '19CT045844': 1, '19CT014597': 1}",hsa:2906,glutamate ionotropic receptor NMDA type subunit 2D
WDR73,3,"{'19CT036423': 1, '19CT030925': 1, '19CT045844': 1}",hsa:84942,WD repeat domain 73
ABCA10,3,"{'19CT048087': 1, '19CT036523': 1, '20A0004327': 1}",hsa:10349,ATP binding cassette subfamily A member 10
ITPA,3,"{'19PA009450': 1, '19CT016837': 1, '19CT046641': 1}",hsa:3704,inosine triphosphatase
BCS1L,3,"{'19PA009450': 1, '19CT034643': 1, '19CT014597': 1}",hsa:617,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone"
BMPR1B,3,"{'20A0004325': 1, '20A0004217': 1, '20A0007427': 1}",hsa:658,bone morphogenetic protein receptor type 1B
PEX13,3,"{'19PA009450': 1, '20A0004325': 1, '20A0004217': 1}",hsa:5194,peroxisomal biogenesis factor 13
IPP,3,"{'19PA009450': 1, '19CT036423': 1, 'DS184317': 1}",hsa:3652,intracisternal A particle-promoted polypeptide
UNC5D,3,"{'20A0004325': 1, '19PA009444': 1, '19CT031559': 1}",hsa:137970,unc-5 netrin receptor D
COL4A1,3,"{'19CT044751': 1, '20A0002973': 1, '19CT046414': 1}",hsa:1282,collagen type IV alpha 1 chain
LAMB1,3,"{'19CT044751': 2, '20A0004392': 1}",hsa:3912,laminin subunit beta 1
SERAC1,3,"{'19CT044751': 1, '19CT030002': 1, '19CT046414': 1}",hsa:84947,serine active site containing 1
RGPD4,3,"{'19CT040732': 1, '19CT036423': 1, '20A0004327': 1}",hsa:285190,RANBP2 like and GRIP domain containing 4
D2HGDH,3,"{'19CT044751': 1, '19PA009426': 1, '20A0004025': 1}",,
INTS2,3,"{'20A0004325': 1, '20A0004217': 1, '19CT036523': 1}",hsa:57508,integrator complex subunit 2
PGAP1,3,"{'19CT044751': 1, '20A0004030': 2}",hsa:80055,post-GPI attachment to proteins inositol deacylase 1
LRRC7,3,"{'19CT044751': 1, '20A0004325': 1, '20A0004217': 1}",hsa:57554,leucine rich repeat containing 7
PCDH11X,3,"{'20A0002478': 1, '19CT036423': 1, '19CT036523': 1}",hsa:27328,protocadherin 11 X-linked
CLCN7,3,"{'19CT040732': 1, '19PA009444': 1, '19PA009669': 1}",hsa:1186,chloride voltage-gated channel 7
CD99L2,3,"{'20A0004325': 1, '20A0004217': 1, '20A0004025': 1}",hsa:83692,CD99 molecule like 2
SPECC1L,3,"{'20A0002478': 1, '19CT045844': 1, '20A0002063': 1}",hsa:23384,sperm antigen with calponin homology and coiled-coil domains 1 like
POMT2,3,"{'19CT040732': 1, '19CT020478': 1, '20A0004392': 1}",hsa:29954,protein O-mannosyltransferase 2
ORC4,3,"{'19CT040732': 1, '19PA009666': 1, '18PA004940': 1}",hsa:5000,origin recognition complex subunit 4
SIM1,3,"{'20A0008882': 1, '19CT034643': 1, '19CT041822': 1}",hsa:6492,SIM bHLH transcription factor 1
LEO1,3,"{'20A0008882': 1, '20A0007427': 1, '19CT034643': 1}",hsa:123169,"LEO1 homolog, Paf1/RNA polymerase II complex component"
MYH10,3,"{'20A0002478': 1, '20A0000412': 1, '19CT031559': 1}",hsa:4628,myosin heavy chain 10
KIF7,3,"{'20A0008882': 1, '19CT046641': 1, '19CT041822': 1}",hsa:374654,kinesin family member 7
MLYCD,3,"{'20A0008882': 1, '20A0007427': 1, '19CT016403': 1}",hsa:23417,malonyl-CoA decarboxylase
CC2D2A,3,"{'19CT040732': 1, '19CT013554': 1, '19CT044338': 1}",hsa:57545,coiled-coil and C2 domain containing 2A
PCDH9,3,"{'20A0002478': 1, '20A0000620': 1, '18PA006387': 1}",hsa:5101,protocadherin 9
CEP135,3,"{'20A0004325': 1, '20A0004217': 1, '18PA004715': 1}",hsa:9662,centrosomal protein 135
DDOST,3,"{'20A0004325': 1, '20A0000412': 1, '19CT031909': 1}",hsa:1650,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
PLPBP,3,"{'19CT040732': 1, '19CT044338': 1, '20A0004401': 1}",,
RAD54L2,3,"{'19PA009450': 1, 'DS184317': 1, '20A0004401': 1}",hsa:23132,RAD54 like 2
EXT2,3,"{'19CT020478': 1, '19CT036423': 1, '20A0001282': 1}",hsa:2132,exostosin glycosyltransferase 2
BRAT1,3,"{'20A0002973': 1, '19CT020478': 1, '20A0000618': 1}",hsa:221927,BRCA1 associated ATM activator 1
CSPP1,3,"{'19CT020478': 1, '20A0004325': 1, '20A0004401': 1}",hsa:79848,centrosome and spindle pole associated protein 1
EARS2,3,"{'19CT020478': 1, '18PA004616': 1, '19CT052347': 1}",hsa:124454,"glutamyl-tRNA synthetase 2, mitochondrial"
PSD3,3,"{'19CT020478': 1, '19CT016837': 1, '19CT039196': 1}",hsa:23362,pleckstrin and Sec7 domain containing 3
PRMT7,3,"{'20A0002973': 1, '19CT024233': 1, '19CT016404': 1}",hsa:54496,protein arginine methyltransferase 7
PRKD2,3,"{'19CT020478': 1, '19CT039196': 1, '19CT014597': 1}",hsa:25865,protein kinase D2
VPS16,3,"{'19CT020478': 1, '19CT024854': 1, '19PA009669': 1}",hsa:64601,VPS16 core subunit of CORVET and HOPS complexes
TRAPPC2L,3,"{'20A0002973': 1, '19CT041747': 1, '19CT039201': 1}",hsa:51693,trafficking protein particle complex subunit 2L
LMBRD2,3,"{'19CT020478': 1, '19PA009666': 1, '19PA009669': 1}",,
SIN3A,3,"{'19PA009450': 1, '19CT040732': 1, '18PA004715': 1}",hsa:25942,SIN3 transcription regulator family member A
DBT,3,"{'19CT051360': 1, 'DS187051': 1, '20A0004392': 1}",hsa:1629,dihydrolipoamide branched chain transacylase E2
ATP2B2,3,"{'19CT020478': 1, '19CT016837': 1, '19CT035369': 1}",hsa:491,ATPase plasma membrane Ca2+ transporting 2
SRGAP3,3,"{'19CT020478': 1, '19CT036423': 1, '20A0004392': 1}",hsa:9901,SLIT-ROBO Rho GTPase activating protein 3
LARP1,3,"{'DS187051': 1, '19CT024296': 1, '19CT024299': 1}",hsa:23367,"La ribonucleoprotein 1, translational regulator"
ZNF638,3,"{'19CT030702': 1, '19CT044566': 1, '19CT046641': 1}",hsa:27332,zinc finger protein 638
FRMD7,3,"{'19CT030002': 1, '19CT036423': 1, '18PA004715': 1}",hsa:90167,FERM domain containing 7
SOX4,3,"{'19CT030702': 1, 'DS184317': 1, '20A0007427': 1}",hsa:6659,SRY-box transcription factor 4
EN2,3,"{'DS187051': 2, '20A0004025': 1}",hsa:2020,engrailed homeobox 2
TRPM3,3,"{'DS187051': 1, '19PA009666': 1, '19PA009669': 1}",hsa:80036,transient receptor potential cation channel subfamily M member 3
KATNAL1,3,"{'DS187051': 1, '19CT041295': 1, '19CT031909': 1}",hsa:84056,katanin catalytic subunit A1 like 1
IVD,3,"{'DS187051': 1, '19CT031909': 1, '19CT016403': 1}",hsa:3712,isovaleryl-CoA dehydrogenase
ZWILCH,3,"{'DS187051': 1, '19CT016404': 1, '19CT039201': 1}",hsa:55055,zwilch kinetochore protein
RFT1,3,"{'19CT030002': 1, '19PA009426': 1, '19PA009669': 1}",hsa:91869,RFT1 homolog
CDK10,3,"{'DS187051': 1, '18PA004616': 1, '19PA009214': 1}",hsa:8558,cyclin dependent kinase 10
LMTK3,3,"{'20A0008882': 1, '19CT034845': 1, '18PA004715': 1}",hsa:114783,lemur tyrosine kinase 3
INPP4A,3,"{'19CT040732': 1, '20A0001282': 1, '19CT016403': 1}",hsa:3631,inositol polyphosphate-4-phosphatase type I A
ELP4,3,"{'19CT020478': 1, '19PA009666': 1, '20A0002063': 1}",hsa:26610,elongator acetyltransferase complex subunit 4
VPS37A,3,"{'20A0002478': 1, '19CT036423': 1, '19CT036523': 1}",hsa:137492,VPS37A subunit of ESCRT-I
PDE2A,3,"{'19CT036423': 1, '20A0004401': 1, '19CT041822': 1}",hsa:5138,phosphodiesterase 2A
GPR37,3,"{'20A0002478': 1, '19CT024233': 1, '19CT021756': 1}",hsa:2861,G protein-coupled receptor 37
WWOX,3,"{'19PA009426': 1, '19CT041747': 1, '19CT034643': 1}",hsa:51741,WW domain containing oxidoreductase
ADNP,3,"{'19PA009426': 1, '20A0008698': 1, '18PA004940': 1}",hsa:23394,activity dependent neuroprotector homeobox
AGTR2,3,"{'19PA009426': 1, '19CT046641': 1, '18PA004616': 1}",hsa:186,angiotensin II receptor type 2
KCNQ4,3,"{'19CT036423': 1, '20A0007427': 1, '19CT014597': 1}",hsa:9132,potassium voltage-gated channel subfamily Q member 4
PHGDH,3,"{'19CT036423': 1, '19CT024296': 1, '19CT024299': 1}",hsa:26227,phosphoglycerate dehydrogenase
PACS1,3,"{'19CT036423': 1, '19CT016837': 1, '20A0002063': 1}",hsa:55690,phosphofurin acidic cluster sorting protein 1
GRID1,3,"{'19CT036423': 1, '19CT028732': 1, '20A0002445': 1}",hsa:2894,glutamate ionotropic receptor delta type subunit 1
HDLBP,3,"{'19CT036423': 1, '19CT052347': 1, '19CT044338': 1}",,
SPP2,3,"{'20A0002478': 1, '19CT036423': 1, '20A0007427': 1}",,
NSD1,3,"{'19CT040732': 1, '19CT044566': 1, '19CT034641': 1}",hsa:64324,nuclear receptor binding SET domain protein 1
KDM1B,3,"{'20A0002478': 1, '19CT024296': 1, '19CT039201': 1}",hsa:221656,lysine demethylase 1B
HDAC4,3,"{'20A0002478': 1, '19CT024234': 1, '20A0000618': 1}",hsa:9759,histone deacetylase 4
SLC22A5,3,"{'19CT036423': 1, '19PA009444': 1, '20A0004025': 1}",hsa:6584,solute carrier family 22 member 5
TRMT10A,3,"{'19CT040732': 1, '19PA009666': 1, '19PA009669': 1}",hsa:93587,tRNA methyltransferase 10A
LRFN2,3,"{'19CT036423': 1, '19PA009214': 1, '20A0004025': 1}",hsa:57497,leucine rich repeat and fibronectin type III domain containing 2
HTR3A,3,"{'19CT036423': 1, '19CT039196': 1, '19CT041747': 1}",hsa:3359,5-hydroxytryptamine receptor 3A
TWIST1,3,"{'19CT040732': 1, '19CT030002': 1, '19CT040892': 1}",hsa:7291,twist family bHLH transcription factor 1
PSME4,3,"{'19PA009426': 1, '19CT034845': 1, '19CT031909': 1}",hsa:23198,proteasome activator subunit 4
CX3CR1,3,"{'19PA009426': 1, '19CT024296': 1, '19CT024299': 1}",hsa:1524,C-X3-C motif chemokine receptor 1
CLIP2,3,"{'19CT040732': 1, '20A0002445': 1, '19CT046414': 1}",hsa:7461,CAP-Gly domain containing linker protein 2
RALGPS1,3,"{'20A0002478': 1, '19CT052347': 1, '19CT014597': 1}",hsa:9649,Ral GEF with PH domain and SH3 binding motif 1
GORAB,3,"{'20A0002478': 1, '19CT040732': 2}",hsa:92344,"golgin, RAB6 interacting"
SMARCC1,2,"{'19CT030702': 1, '20A0002063': 1}",hsa:6599,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1"
MDH2,2,"{'19CT030702': 1, '19PA009444': 1}",hsa:4191,malate dehydrogenase 2
TCTN2,2,"{'19PA009214': 1, '19CT041822': 1}",hsa:79867,tectonic family member 2
NDUFA5,2,"{'18PA004616': 1, '19CT024234': 1}",hsa:4698,NADH:ubiquinone oxidoreductase subunit A5
DLG1,2,"{'19CT039895': 1, '19CT016403': 1}",hsa:1739,discs large MAGUK scaffold protein 1
COQ2,2,"{'19CT030702': 1, '19CT016403': 1}",hsa:27235,"coenzyme Q2, polyprenyltransferase"
GTF2E2,2,"{'19CT020478': 1, '20A0004325': 1}",hsa:2961,general transcription factor IIE subunit 2
PYHIN1,2,"{'20A0004401': 1, '20A0001282': 1}",,
TMTC3,2,"{'19CT030002': 1, '19CT028732': 1}",hsa:160418,transmembrane O-mannosyltransferase targeting cadherins 3
P4HTM,2,"{'20A0001282': 1, '18PA004940': 1}",hsa:54681,"prolyl 4-hydroxylase, transmembrane"
HARS1,2,"{'20A0001282': 1, '19CT016403': 1}",hsa:3035,histidyl-tRNA synthetase 1
SLC8A1,2,"{'19CT020478': 1, '18PA004715': 1}",hsa:6546,solute carrier family 8 member A1
TSPAN17,2,"{'19CT034845': 1, '20A0004401': 1}",hsa:26262,tetraspanin 17
TFB2M,2,"{'19CT030702': 1, '19CT034641': 1}",hsa:64216,"transcription factor B2, mitochondrial"
EMSY,2,"{'19CT034643': 1, '20A0001282': 1}",,
EML1,2,"{'20A0002973': 1, '19CT013554': 1}",hsa:2009,EMAP like 1
NUP133,2,"{'19CT044120': 1, '19CT040892': 1}",hsa:55746,nucleoporin 133
SLC1A1,2,"{'18PA006387': 1, '19CT039196': 1}",hsa:6505,solute carrier family 1 member 1
PPP4R1,2,"{'19CT030702': 1, '19CT035369': 1}",hsa:9989,protein phosphatase 4 regulatory subunit 1
RIC1,2,"{'19CT030002': 1, '19CT041747': 1}",hsa:57589,"RIC1 homolog, RAB6A GEF complex partner 1"
CTNND1,2,"{'19CT030002': 1, '19CT044338': 1}",hsa:1500,catenin delta 1
MRPS34,2,"{'18PA006387': 1, '19CT041747': 1}",hsa:65993,mitochondrial ribosomal protein S34
CCIN,2,"{'19CT020478': 1, '19CT052347': 1}",hsa:881,calicin
PTPN11,2,"{'18PA006387': 1, '18PA004715': 1}",hsa:5781,protein tyrosine phosphatase non-receptor type 11
CHRNA2,2,"{'19CT030702': 1, '19CT030002': 1}",hsa:1135,cholinergic receptor nicotinic alpha 2 subunit
TTC37,2,"{'18PA004616': 1, '19CT034643': 1}",hsa:9652,tetratricopeptide repeat domain 37
RASIP1,2,"{'19CT039895': 1, '19CT039890': 1}",,
EIF3G,2,"{'19CT039895': 1, '19CT039890': 1}",hsa:8666,eukaryotic translation initiation factor 3 subunit G
AGAP5,2,"{'19CT014597': 1, '19CT041822': 1}",hsa:729092,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 5"
IGF1R,2,"{'19CT039895': 1, '20A0007427': 1}",hsa:3480,insulin like growth factor 1 receptor
RAP1GDS1,2,"{'18PA004616': 1, '19CT039196': 1}",,
ACOX1,2,"{'19CT051360': 1, '19CT046369': 1}",hsa:51,acyl-CoA oxidase 1
SLC17A5,2,"{'20A0001282': 1, '19CT031909': 1}",hsa:26503,solute carrier family 17 member 5
MTF1,2,"{'19CT044501': 1, '20A0004025': 1}",hsa:4520,metal regulatory transcription factor 1
COQ4,2,"{'19CT044501': 1, '19CT024299': 1}",,
OSBPL6,2,"{'19CT031909': 1, '20A0004030': 1}",hsa:114880,oxysterol binding protein like 6
BRPF3,2,"{'19CT016404': 1, '18PA004940': 1}",hsa:27154,bromodomain and PHD finger containing 3
COL1A2,2,"{'19CT036523': 1, '20A0000618': 1}",hsa:1278,collagen type I alpha 2 chain
CACNA2D1,2,"{'19CT036523': 1, '20A0004025': 1}",hsa:781,calcium voltage-gated channel auxiliary subunit alpha2delta 1
PCDHAC1,2,"{'19CT036523': 1, '19CT041822': 1}",hsa:56135,"protocadherin alpha subfamily C, 1"
ZNF827,2,"{'19CT036523': 1, '20A0002063': 1}",,
ASL,2,"{'19CT035369': 1, '19CT044338': 1}",hsa:435,argininosuccinate lyase
CDC6,2,"{'19CT016404': 1, '19CT031909': 1}",hsa:990,cell division cycle 6
MTFMT,2,"{'20A0001282': 1, '19CT031909': 1}",hsa:123263,mitochondrial methionyl-tRNA formyltransferase
AMT,2,"{'19CT036523': 1, '19CT044338': 1}",hsa:275,aminomethyltransferase
GLS,2,"{'19CT036523': 1, '20A0002445': 1}",hsa:2744,glutaminase
TM4SF20,2,"{'19CT044120': 1, '19CT016404': 1}",K24923,transmembrane 4 L6 family member 20
MYCN,2,"{'19CT036523': 1, '20A0001282': 1}",hsa:4613,"MYCN proto-oncogene, bHLH transcription factor"
ROR2,2,"{'18PA004940': 1, '19CT039201': 1}",hsa:4920,receptor tyrosine kinase like orphan receptor 2
TCF12,2,"{'19CT035369': 1, '19CT041822': 1}",hsa:6938,transcription factor 12
CNTNAP5,2,"{'19CT035369': 1, '19CT031559': 1}",hsa:129684,contactin associated protein family member 5
